text,etiket
Her gece neredeyse aynı saatte çığlıklarla uyanıyorum ve bu beni çok yıpratıyor. Uyandığımda neden korktuğumu ya da ne gördüğümü hatırlamıyorum.,Uyku Bozuklukları
Gecenin bir yarısı büyük bir dehşet içinde uyanıyorum ve çevremdeki her şey yabancı gibi geliyor. Bu anları hatırlamıyorum ama eşim bana anlattığında çok ürküyorum.,Uyku Bozuklukları
"Gece uyandığımda nefesim kesiliyor gibi hissediyorum ve büyük bir panik yaşıyorum. Bu durum, uyku düzenimi tamamen altüst etti.",Uyku Bozuklukları
Sık sık gecenin ortasında büyük bir korku hissiyle uyanıyorum. Ne olduğunu hatırlamıyorum ama kalbim çok hızlı atıyor ve nefes almakta zorlanıyorum.,Uyku Bozuklukları
Uyku terörü nedeniyle ailemi uyandırıyorum. Annem ve babam beni sakinleştirmek için çok uğraşıyorlar ama ben çok korkmuş ve öfkeli oluyorum.,Uyku Bozuklukları
Geceleri aniden korkuyla uyanıyorum ve birkaç dakika boyunca nerede olduğumu bilemiyorum. Çoğu zaman çığlık atıyorum ve bu durum eşimi de rahatsız ediyor.,Uyku Bozuklukları
"Gece boyunca yatakta oturup etrafa bakıyorum, sabahları bunu yaptığımı hiç hatırlamıyorum.",Uyku Bozuklukları
"Uykumda aniden dehşet içinde uyanıyorum ve birkaç dakika boyunca sakinleşemiyorum. Bu durum, uyku düzenimi ve günlük enerjimi olumsuz etkiliyor.",Uyku Bozuklukları
Geceleri aniden korku içinde uyanıyorum ve etrafımdakilere saldıracakmış gibi hissediyorum. Bu durum hem beni hem de ailemi endişelendiriyor.,Uyku Bozuklukları
Uyumak için yatağa gittiğimde rahatlayamıyorum. Sürekli bir endişe hali içindeyim ve uyuyamıyorum.,Uyku Bozuklukları
Uykuya dalmakta çok zorlanıyorum. Gözlerimi kapatsam bile zihnim sürekli çalışıyor.,Uyku Bozuklukları
Gece boyunca sürekli uyanıyorum ve tekrar uyumak için çok zaman harcıyorum. Sabahları hep yorgun kalkıyorum.,Uyku Bozuklukları
Uyuyamamakla ilgili sürekli bir endişe yaşıyorum. Bu endişe uykuya dalmamı daha da zorlaştırıyor.,Uyku Bozuklukları
Uyumak benim için büyük bir mücadele. Yatağa yattığımda zihnim hiç durmuyor ve sabaha kadar uyuyamıyorum.,Uyku Bozuklukları
Her gece uykuya dalmak için saatlerce uğraşıyorum. Sabahları yorgun kalkmak hayatımı zorlaştırıyor.,Uyku Bozuklukları
Uykum çok hafif ve en ufak bir sesle bile uyanıyorum. Tekrar uyumam çok zor oluyor.,Uyku Bozuklukları
Gece uyandıktan sonra tekrar uyumam saatler alıyor. Ertesi gün çok bitkin oluyorum.,Uyku Bozuklukları
Sabahları çok erken uyanıyorum ve tekrar uyuyamıyorum. Bu yüzden gün boyu yorgun hissediyorum.,Uyku Bozuklukları
"Yatağa yattığımda uyuyamama korkusu yaşıyorum. Bu korku beni uyutmadığı gibi, ertesi günümü de mahvediyor.",Uyku Bozuklukları
Geceleri uyuyamıyorum ve bu yüzden gün boyu bitkin ve yorgun hissediyorum. Hayatım bu durumdan olumsuz etkileniyor.,Uyku Bozuklukları
Gece boyunca uykuya dalmak için mücadele ediyorum ama sabaha kadar uyuyamıyorum. Bu durum işimi ve sosyal hayatımı olumsuz etkiliyor.,Uyku Bozuklukları
Uykum çok hafif ve sık sık uyanıyorum. Tekrar uyumak benim için çok zor oluyor.,Uyku Bozuklukları
Uykuya dalmak benim için büyük bir mücadele. Zihnim hiç durmuyor ve sabaha kadar uyuyamıyorum.,Uyku Bozuklukları
Gece boyunca defalarca uyanıyorum ve bir daha uyuyamıyorum. Sabahları yorgun ve bitkin hissediyorum.,Uyku Bozuklukları
Uyurken bacaklarımda garip bir huzursuzluk hissediyorum ve sürekli hareket ettirme ihtiyacı duyuyorum. Bu yüzden uykuya dalmakta çok zorlanıyorum.,Uyku Bozuklukları
"Horlamam o kadar şiddetli ki, eşim başka bir odada yatmak zorunda kalıyor. Kendimi çok kötü hissediyorum.",Uyku Bozuklukları
"Gece uykumun ortasında nefesim kesiliyor ve aniden uyanıyorum. Bu durum, uyku kalitemi çok düşürüyor.",Uyku Bozuklukları
Uykumda istemsizce bacaklarımı tekmeliyor ve kollarımı savuruyorum. Eşim sık sık uyanıp bundan şikayet ediyor.,Uyku Bozuklukları
Gündüzleri karşı konulamaz bir uyku hali yaşıyorum ve en uygunsuz anlarda bile uykuya dalıyorum.,Uyku Bozuklukları
"Uykumun en derin anında konuşmalar yapıyorum. Ailem, ne kadar garip şeyler söylediğime şaşıp kalıyor.",Uyku Bozuklukları
Uyurken dişlerimi gıcırdatıyorum. Dişlerimin yıpranmaya başladığını fark ettim ve bu durum beni endişelendiriyor.,Uyku Bozuklukları
Geceleri uyurken yutkunma güçlüğü yaşıyorum. Boğazımda bir şey varmış gibi hissediyorum.,Uyku Bozuklukları
Uykumda yatağın içinde sürekli hareket ediyorum. Sabah uyandığımda yorgan ve yastıklar yerlerde oluyor.,Uyku Bozuklukları
Geceleri yatağımdan kalkıp banyoya gidiyor ve suyla oynuyorum. Sabah uyandığımda banyonun yerleri su içinde oluyor.,Uyku Bozuklukları
Geceleri aniden büyük bir korku içinde uyanıyorum ve bu durum beni çok endişelendiriyor. Uyandığımda ne olduğunu hatırlamıyorum ama kalbim çok hızlı çarpıyor.,Uyku Bozuklukları
"Geceleri garip rüyalar görüyorum ve uyandığımda kendimi mutfakta buluyorum. Buzdolabını açıp bir şeyler atıştırıyorum, sonra tekrar uykuya dalıyorum. Sabah kalktığımda ne olduğunu hatırlamıyorum ve çok yorgun hissediyorum.",Uyku Bozuklukları
Uykumun ortasında aşırı derecede korku hissediyorum ve kalbim hızla çarpıyor. Sabah uyandığımda bu anları hatırlamıyorum ama eşim bana anlattığında çok korkuyorum.,Uyku Bozuklukları
Bazen uykumda kalkıp dolaştığımı hissediyorum. Gözlerim açık ama etrafı göremiyorum ve kendimi bir robot gibi hissediyorum. Kendime zarar vermeden tekrar yatağıma dönebilene kadar çok korkuyorum.,Uyku Bozuklukları
"Uykumda yürüyüp mutfağa gidiyor ve yemek yapmaya çalışıyorum, sabah uyandığımda tezgah üstünde yarım kalmış yemekler buluyorum.",Uyku Bozuklukları
Uyku terörü krizlerim sırasında yataktan fırlayıp dolaşıyorum. Bazen kendimi yaralıyorum veya bir yerlere çarpıyorum. Sabah uyandığımda vücudumda ağrılar oluyor.,Uyku Bozuklukları
Geceleri aniden çığlık atarak uyanıyorum ve kalbim çok hızlı atıyor. Etrafıma baktığımda nerede olduğumu hatırlamıyorum ve çok korkmuş hissediyorum.,Uyku Bozuklukları
"Uyandığımda mutfakta sandalyenin üstünde uyuduğumu fark ediyorum, nasıl oraya gittiğimi hatırlamıyorum.",Uyku Bozuklukları
"Uyurken yataktan kalkıp balkona çıkıyorum, sabah uyandığımda balkonda oturduğumu fark ediyorum.",Uyku Bozuklukları
"Geceleri uyurken evdeki televizyonu açıyorum, sabah kalktığımda televizyon açık oluyor.",Uyku Bozuklukları
Babamın işi iflas etti öte yandan annemin ağır kronik rahatsızlığı var. Şuan işsizim ve bazı psikolojik sıkıntılarım var. Nişanlım ile beraber yaşıyoruz. Geceleri sürekli korkunç kabuslar görüyorum ve nefesim kesilerek uyanıyorum. Bu durum ilişkimi ve hayat kalitemi aşırı etkiliyor.,Uyku Bozuklukları
"Gece boyunca dolabımdan kıyafetlerimi çıkarıp tekrar yerleştiriyorum, sabah olduğunda kıyafetlerim yer değiştiriyor.",Uyku Bozuklukları
Geceleri uykuya dalmak için saatlerce uğraşıyorum ama başaramıyorum. Sabahları hep yorgun uyanıyorum.,Uyku Bozuklukları
Uykumda birden dehşet içinde uyanıyorum ve birkaç dakika boyunca sakinleşemiyorum. Bu durum uyku düzenimi çok bozdu.,Uyku Bozuklukları
Uyurgezerlik nedeniyle evliliğim bozuldu. Eşim artık benimle uyumak istemiyor çünkü çok huzursuzluk çıkarıyorum. Onu çok seviyorum ve onu kaybetmek istemiyorum.,Uyku Bozuklukları
"Uykuda aniden dehşet içinde uyanıyorum ve birkaç dakika boyunca sakinleşemiyorum. Bu durum, uyku düzenimi ve günlük enerjimi olumsuz etkiliyor.",Uyku Bozuklukları
Gece yarısı aniden çığlık atarak uyanıyorum ve ne olduğunu anlamaya çalışıyorum. Bu durum beni çok yıpratıyor.,Uyku Bozuklukları
Geceleri aniden büyük bir korku içinde uyanıyorum ve bu durum beni çok endişelendiriyor. Uyandığımda ne olduğunu hatırlamıyorum ama kalbim çok hızlı çarpıyor.,Uyku Bozuklukları
Geceleri uyuyamıyorum ve bu yüzden gün boyu yorgun ve bitkin hissediyorum. Her gün bu döngüyle mücadele ediyorum.,Uyku Bozuklukları
Geceleri aniden büyük bir korku ile uyanıyorum ve birkaç dakika boyunca tekrar uyuyamıyorum. Bu durum her gece olmasa da çok sık oluyor.,Uyku Bozuklukları
Geceleri aniden panik içinde uyanıyorum ve birkaç dakika boyunca ne olduğunu anlamaya çalışıyorum. Bu durum beni çok korkutuyor ve uyku düzenimi bozuyor.,Uyku Bozuklukları
"Uyandığımda bazen kendimi banyoda buluyorum, uykumda yürüdüğümü fark ediyorum.",Uyku Bozuklukları
"Gece yataktan kalkıp evin içinde geziniyorum, sabahları vücudumda çarpmalardan dolayı morluklar buluyorum.",Uyku Bozuklukları
"Gece boyunca sürekli yatağımda oturup etrafa bakıyorum, sabahları bunu yaptığımı hiç hatırlamıyorum.",Uyku Bozuklukları
Uyumak için yatağa gittiğimde zihnim sürekli düşüncelerle dolu oluyor. Uykuya dalamıyorum ve bu beni çok rahatsız ediyor.,Uyku Bozuklukları
"Gece boyunca yataktan kalkıp mutfaktaki eşyalarla uğraşıyorum, sabah uyandığımda her şey dağılmış oluyor.",Uyku Bozuklukları
Geceleri uyurken aniden çığlık atarak uyanıyorum ve ne olduğunu anlamaya çalışıyorum. Bu durum beni çok yıpratıyor.,Uyku Bozuklukları
Gece boyunca sürekli uyanıyorum ve tekrar uyumak için çok zaman harcıyorum. Sabahları hep yorgun kalkıyorum.,Uyku Bozuklukları
Gece yarısı büyük bir panik içinde uyanıyorum ve birkaç dakika boyunca sakinleşemiyorum. Uyandığımda ne olduğunu hatırlamıyorum ama bu durum beni çok endişelendiriyor.,Uyku Bozuklukları
"Gece yataktan kalkıp çamaşır makinesine çamaşır koyuyorum, sabah uyandığımda makinenin çalıştığını görüyorum.",Uyku Bozuklukları
"Gece yataktan kalkıp odamdaki eşyaları farklı yerlere koyuyorum, sabahları her şeyin yer değiştiğini görüyorum.",Uyku Bozuklukları
Uyurgezerlik krizlerim sırasında komşularımı uyandırıyorum. Sesler duyuyorlar ve ne olduğunu merak ediyorlar. Bu durumdan çok utanıyorum ve onlardan özür dilerim.,Uyku Bozuklukları
"Gece uyurken bahçeye çıkıp oturuyorum, sabah olduğunda ayakkabılarım çamur içinde oluyor.",Uyku Bozuklukları
Partnerim beni yatarken bazen geceleri mutfakta bir şeyler yerken bulduğunu söyledi ve kendimi sabah kalktığımda aşırı yorgun hissediyorum.,Uyku Bozuklukları
Gecenin bir yarısı büyük bir dehşet içinde uyanıyorum ve çevremdeki her şey yabancı gibi geliyor. Bu anları hatırlamıyorum ama eşim bana anlattığında çok ürküyorum.,Uyku Bozuklukları
"Gece uyurken birden yataktan kalkıp dışarı çıkmaya çalışıyorum, sabah olduğunda kapının önünde ayakkabılarımı giymiş halde buluyorum.",Uyku Bozuklukları
"Uyurken evdeki lambaları açıp kapatıyorum, sabah uyandığımda lambaların açık olduğunu fark ediyorum.",Uyku Bozuklukları
Gece boyunca uykuya dalmak için mücadele ediyorum ama sabaha kadar uyuyamıyorum. Bu durum işimi ve sosyal hayatımı olumsuz etkiliyor.,Uyku Bozuklukları
Geceleri aniden korkuyla uyanıyorum ve birkaç dakika boyunca nerede olduğumu bilemiyorum. Çoğu zaman çığlık atıyorum ve bu durum eşimi de rahatsız ediyor.,Uyku Bozuklukları
"Birkaç kez gece uykumda arabamın anahtarlarını alıp dışarı çıkmaya çalıştım, sabahları kapının önünde ayakkabılarımı giyerken uyandım.",Uyku Bozuklukları
"Gece boyunca yatakta oturup etrafa bakıyorum, sabahları bunu yaptığımı hiç hatırlamıyorum.",Uyku Bozuklukları
Uyku terörü nedeniyle uykusuzluk çekiyorum. Uykuya dalmaktan korkuyorum çünkü tekrar kabus görürüm ve uyku terörü yaşarım diye endişeleniyorum.,Uyku Bozuklukları
Geceleri aniden korku içinde uyanıyorum ve etrafımdakilere saldıracakmış gibi hissediyorum. Bu durum hem beni hem de ailemi endişelendiriyor.,Uyku Bozuklukları
Geceleri uyuyamıyorum ve bu yüzden gün boyu bitkin ve yorgun hissediyorum. Her gün bu döngüyle mücadele ediyorum.,Uyku Bozuklukları
Her sabah çok erken uyanıyorum ve tekrar uyuyamıyorum. Bu yüzden gün boyu yorgun hissediyorum.,Uyku Bozuklukları
Cinsel ilişki sırasında boşalamadığım için kendimi yetersiz hissediyorum. Bu durum özgüvenimi sarsıyor.,Cinsel Bozukluklar
Partnerimle birlikte olmaktan zevk alıyorum ama bir türlü orgazm olamıyorum. Bu yüzden cinsel ilişkiyi yarıda bırakmak zorunda kalıyorum.,Cinsel Bozukluklar
Farklı cinsel pozisyonlar denememe ve partnerimle iletişim kurmama rağmen geç boşalma sorununu çözemiyorum.,Cinsel Bozukluklar
Stresli ve yorgun olduğumda geç boşalma sorunu daha da artıyor. Bu durum beni daha da strese sokuyor.,Cinsel Bozukluklar
Cinsel ilişkilerimde partnerlerimi ve kendimi tatmin edemiyorum. Cinsel organım yeteri kadar erekte olmuyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında bir türlü orgazm olamıyorum ve bu durum hem beni hem de partnerimi mutsuz ediyor.,Cinsel Bozukluklar
Geç boşalma sorunu yüzünden kendimi eksik hissediyordum. Artık kendimi kabul etmeye ve bu sorunun beni tanımlamadığını anlamaya çalışıyorum.,Cinsel Bozukluklar
Kız arkadaşımla sevişirken sürekli dikkatim dağılıyor bir türlü erekte olamıyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında uzun süre uyarılmama rağmen boşalamıyorum. Bu durum beni ve partnerimi çok üzüyor.,Cinsel Bozukluklar
Orgazma ulaşmakta çok zorlanıyorum ve bu da cinsel hayatımı olumsuz etkiliyor. Partnerimle aramızda sorunlara neden oluyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında bir türlü boşalamıyorum ve bu durum hem beni hem de partnerimi hayal kırıklığına uğratıyor.,Cinsel Bozukluklar
Orgazma ulaşmakta zorluk çekiyorum ve bu durum cinsel ilişkiden aldığım zevki azaltıyor. Partnerimle aramızda sorunlara yol açıyor.,Cinsel Bozukluklar
Orgazma ulaşmakta zorluk çekiyorum ve bu durum cinsel ilişkiden aldığım zevki azaltıyor. Partnerimle aramızda sorunlara yol açıyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden istediğim zevki alamıyorum. Bu durum beni oldukça rahatsız ediyor.,Cinsel Bozukluklar
Orgazma ulaşmakta çok zorlanıyorum ve bu da cinsel hayatımı olumsuz etkiliyor. Partnerimle aramızda gerilim yaratıyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalmam çok uzun sürüyor ve bu da hem benim hem de partnerimin tatmin olmasını engelliyor.,Cinsel Bozukluklar
"Penisim yeterince sertleşiyor ve ilişkiye girebiliyorum, ancak orgazma ulaşmak çok uzun sürüyor veya hiç ulaşamıyorum.",Cinsel Bozukluklar
Boşalamadığım için cinsel ilişkiden zevk alamıyorum ve bu da beni oldukça rahatsız ediyor.,Cinsel Bozukluklar
Sex yaparken partnerime odaklanamıyorum. Bu yüzden haz almıyorum.,Cinsel Bozukluklar
Geç boşalma sorunu yüzünden partnerimle ilişkimiz bozulmaya başladı. Bu durum beni çok üzüyor ve ne yapacağımı bilemiyorum.,Cinsel Bozukluklar
Orgazma ulaşmakta çok zorlanıyorum ve bu da cinsel hayatımı olumsuz etkiliyor. Partnerimle aramızda sorunlara neden oluyor.,Cinsel Bozukluklar
Eşimle sevişirken yeterince haz alamıyorum. Onun performansı çok iyi olmasına rağmen moda giremiyorum.,Cinsel Bozukluklar
Partnerimle birlikte olmaktan zevk alıyorum ama bir türlü orgazm olamıyorum. Bu yüzden cinsel ilişkiyi yarıda bırakmak zorunda kalıyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında bir türlü orgazm olamıyorum ve bu durum hem beni hem de partnerimi mutsuz ediyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden tatmin olamıyorum. Bu durum partnerimle aramızda gerilime yol açıyor.,Cinsel Bozukluklar
Cinsel ilişkilerimde vajinam yeterince ıslanmıyor ve partnerimle keyifli bir ilişki yaşayamıyorum.,Cinsel Bozukluklar
Sex sırasında başka konulara dalıyorum ve ereksiyonumu kaybediyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalmam çok uzun sürüyor ve bu da hem benim hem de partnerimin tatmin olmasını engelliyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden tatmin olamıyorum. Bu durum partnerimle aramızda gerilime yol açıyor.,Cinsel Bozukluklar
Boşalamadığım için cinsel ilişkiden zevk alamıyorum ve bu da beni oldukça rahatsız ediyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden zevk alamıyorum. Bu durum beni oldukça rahatsız ediyor.,Cinsel Bozukluklar
Alkol ve uyuşturucu kullanımı da geç boşalma sorunuma katkıda bulunuyor gibi görünüyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden zevk alamıyorum. Bu durum beni oldukça rahatsız ediyor.,Cinsel Bozukluklar
Mastürbasyon yaparken de orgazma ulaşmakta zorlanıyorum. Bu durum beni endişelendiriyor ve özgüvenimi zedeliyor.,Cinsel Bozukluklar
Partnerimle birlikte olmaktan zevk alıyorum ama bir türlü orgazm olamıyorum. Bu yüzden cinsel ilişkiyi yarıda bırakmak zorunda kalıyorum.,Cinsel Bozukluklar
Orgazma ulaşmak için aşırı efor sarf ediyorum ve bu da cinsel ilişkiyi zevkten çok bir görev haline getiriyor.,Cinsel Bozukluklar
"Daha önce erken boşalma sorunu yaşıyordum, ancak son zamanlarda tam tersi bir durumla karşı karşıyayım. Bu durum beni şaşırtıyor ve kafamı karıştırıyor.",Cinsel Bozukluklar
Boşalmam çok uzun sürdüğü için cinsel ilişkiden zevk alamıyorum. Bu durum partnerimle aramızda sorunlara yol açıyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında ağrı ve acı hissediyorum. Bu durum beni ve partnerimi de çok rahatsız ediyor. Cinsellikten zevk alamıyorum ve bu durum ilişkimizi de olumsuz etkiliyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalamadığım için kendimi eksik hissediyorum. Bu durum özgüvenimi sarsıyor.,Cinsel Bozukluklar
Çok heycanlandığımda sertleşme sorunu yaşıyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalmam çok uzun sürüyor ve bu da hem benim hem de partnerimin tatmin olmasını engelliyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalmam çok uzun sürüyor ve bu durum hem benim hem de partnerimin cinsel isteğini olumsuz etkiliyor.,Cinsel Bozukluklar
Partnerimle saatlerce birlikte olmamıza rağmen bir türlü orgazm olamıyorum. Bu yüzden kendimi yetersiz hissediyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında orgazma ulaşmakta çok zorlanıyorum ve bu durum hem beni hem de eşimi çok rahatsız ediyor.,Cinsel Bozukluklar
Masturbasyon bağımlısı olduğumu düşünüyorum. Kendimi boş zamanlarımda 31 çekerken buluyorum.,Cinsel Bozukluklar
Yeterince uyarılmama rağmen orgazma ulaşamadığım için cinsel ilişkiden keyif alamıyorum. Bu durum beni ve partnerimi soğutuyor.,Cinsel Bozukluklar
Orgazma ulaşmakta zorluk çekiyorum ve bu durum cinsel ilişkiden aldığım zevki azaltıyor. Partnerimle aramızda sorunlara yol açıyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalamadığım için kendimi yetersiz hissediyorum. Bu durum özgüvenimi sarsıyor.,Cinsel Bozukluklar
Sevgilimle cinsel ilişkiye giremiyorum. O çok istekli fakat ben hiç istekli değilim. Nedenini bilemiyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında penisim yeterince sertleşmediği için ilişkiyi sürdüremiyorum.,Cinsel Bozukluklar
Partnerimle birlikte olmak istiyorum ama ereksiyonumu koruyamıyorum.,Cinsel Bozukluklar
"Cinsel olarak uyarıldığımda bile penisim yeterince sertleşmiyor, bu durum beni hayal kırıklığına uğratıyor.",Cinsel Bozukluklar
Ereksiyon elde etmekte zorlanıyorum ve bu durum partnerimle aramızda gerilime neden oluyor.,Cinsel Bozukluklar
Sabah ereksiyonlarımın kaybolduğunu fark ettim ve bu beni endişelendiriyor.,Cinsel Bozukluklar
Penisim sertleşse bile ilişki sırasında sertliğini kaybediyor.,Cinsel Bozukluklar
"Sadece kendime dokunduğumda ereksiyon elde edebiliyorum, partnerimleyken olmuyor.",Cinsel Bozukluklar
Ereksiyon sorunları yüzünden cinsellikten kaçınmaya başladım.,Cinsel Bozukluklar
Cinsel ilişki sırasında sertleşme sorunu yaşadığım için kendimi yetersiz hissediyorum.,Cinsel Bozukluklar
Eşimle cinsel ilişki sırasında sertleşme problemi yaşıyorum ve bu durum ilişkimizi olumsuz etkiliyor.,Cinsel Bozukluklar
"Partnerimle sevişirken yeterince erekte olamıyorum, bu da cinsel tatmini engelliyor.",Cinsel Bozukluklar
"Cinsel ilişki sırasında sertleşme kaybı yaşıyorum. Bu durum, hem beni hem de partnerimi üzüyor.",Cinsel Bozukluklar
Son zamanlarda ereksiyon elde etmekte zorlanıyorum ve bu durum beni oldukça endişelendiriyor.,Cinsel Bozukluklar
"Ereksiyon olsam bile yeterince sert değil, bu yüzden cinsel ilişkiye girmekte zorlanıyorum.",Cinsel Bozukluklar
"Yeterince uyarılmama rağmen penisim sertleşmiyor. Bu durum, cinsel hayatımı bitiriyor.",Cinsel Bozukluklar
Cinsel olarak heyecanlandığımda bile ereksiyonumu koruyamıyorum.,Cinsel Bozukluklar
Ereksiyon sorunları nedeniyle cinsel isteğim azaldı.,Cinsel Bozukluklar
Eşimle cinsel ilişki sırasında ereksiyonumu koruyamıyorum ve bu durum beni çok üzüyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında sertleşme problemleri yaşıyorum ve bu da kendime olan güvenimi zedeliyor.,Cinsel Bozukluklar
"Ereksiyon olamama korkusu, beni her cinsel yakınlaşmadan önce strese sokuyor.",Cinsel Bozukluklar
"Cinsel ilişki sırasında orgazma ulaşmakta çok zorlanıyorum, bu durum hem beni hem de partnerimi mutsuz ediyor.",Cinsel Bozukluklar
Partnerimle birlikte olmaktan zevk alıyorum ama bir türlü boşalamıyorum. Bu yüzden cinsel ilişkiyi yarıda bırakmak zorunda kalıyorum.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalamadığım için kendimi yetersiz hissediyorum. Bu durum özgüvenimi sarsıyor.,Cinsel Bozukluklar
Orgazma ulaşmakta zorluk çekiyorum ve bu da cinsel hayatımı olumsuz etkiliyor. Partnerimle aramızda sorunlara neden oluyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında uzun süre uyarılmama rağmen boşalamıyorum. Bu durum beni ve partnerimi çok üzüyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden istediğim zevki alamıyorum.,Cinsel Bozukluklar
Orgazma ulaşmak için aşırı efor sarf ediyorum ve bu da cinsel ilişkiyi bir görev haline getiriyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalmam çok uzun sürüyor ve bu durum hem benim hem de partnerimin cinsel isteğini olumsuz etkiliyor.,Cinsel Bozukluklar
Partnerimle saatlerce birlikte olmamıza rağmen bir türlü orgazm olamıyorum. Bu yüzden kendimi yetersiz hissediyorum.,Cinsel Bozukluklar
Yeterince uyarılmama rağmen orgazma ulaşamadığım için cinsel ilişkiden keyif alamıyorum.,Cinsel Bozukluklar
Orgazma ulaşmakta zorluk çekiyorum ve bu durum cinsel ilişkiden aldığım zevki azaltıyor,Cinsel Bozukluklar
Farklı cinsel pozisyonlar denememe ve partnerimle iletişim kurmama rağmen geç boşalma sorununu çözemiyorum.,Cinsel Bozukluklar
Stresli ve yorgun olduğumda geç boşalma sorunu daha da artıyor.,Cinsel Bozukluklar
Mastürbasyon yaparken de orgazma ulaşmakta zorlanıyorum. Bu durum beni endişelendiriyor ve özgüvenimi zedeliyor.,Cinsel Bozukluklar
Geç boşalma sorunu yüzünden partnerimle ilişkimiz bozulmaya başladı. Bu durum beni çok üzüyor ve ne yapacağımı bilemiyorum.,Cinsel Bozukluklar
Boşalamadığım için cinsel ilişkiden zevk alamıyorum ve bu da beni oldukça rahatsız ediyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalamadığım için kendimi eksik hissediyorum. Bu durum özgüvenimi sarsıyor.,Cinsel Bozukluklar
Cinsel ilişki sırasında boşalmam çok uzun sürüyor ve bu da hem benim hem de partnerimin tatmin olmasını engelliyor.,Cinsel Bozukluklar
Orgazma ulaşmakta çok zorlanıyorum ve bu da cinsel hayatımı olumsuz etkiliyor. Partnerimle aramızda gerilim yaratıyor.,Cinsel Bozukluklar
Boşalma sürecim çok uzun sürdüğü için cinsel ilişkiden tatmin olamıyorum.,Cinsel Bozukluklar
"Partnerimle cinsel ilişkiye girmeyi hiç istemiyorum, bu durum onu çok üzüyor.",Cinsel Bozukluklar
Cinsel isteğimin tamamen kaybolduğunu hissediyorum ve bu beni çok endişelendiriyor.,Cinsel Bozukluklar
Eşimle sevişirken yeterince haz alamıyorum. Onun performansı çok iyi olmasına rağmen moda giremiyorum.,Cinsel Bozukluklar
Son zamanlarda cinsel ilişki düşüncesi bile beni yoruyor.,Cinsel Bozukluklar
Partnerimle aramızdaki cinsel hayatın bittiğini düşünüyorum. Hiçbir şey beni cinsel olarak uyarmıyor.,Cinsel Bozukluklar
Cinsel isteksizlik yüzünden ilişkimiz yıpranıyor ve ne yapacağımı bilmiyorum.,Cinsel Bozukluklar
Cinsel istek duymadığım için partnerimin ilgisinden kaçınıyorum.,Cinsel Bozukluklar
Cinsel dürtülerim eskisine göre çok daha azaldı ve bu durum beni depresif yapıyor.,Cinsel Bozukluklar
Partnerimle sevişmek için kendimi zorluyorum ama zevk almıyorum.,Cinsel Bozukluklar
"Yorgunluk ve stres, cinsel isteğimi tamamen yok etti.",Cinsel Bozukluklar
Partnerimle cinsel ilişkiye girmek yerine yalnız kalmayı tercih ediyorum.,Cinsel Bozukluklar
Cinsel isteksizliğim yüzünden kendimi kötü ve eksik hissediyorum.,Cinsel Bozukluklar
Cinsel olarak istek duymadığım için partnerime karşı mahcup oluyorum.,Cinsel Bozukluklar
"Daha önce çok aktif bir cinsel hayatım varken, şimdi hiç istek duymuyorum.",Cinsel Bozukluklar
"Cinsel isteksizlik, partnerimle aramızdaki duygusal bağı da zedeliyor.",Cinsel Bozukluklar
Cinsel ilişki sırasında vajinamda yanma ve batma hissediyorum. Bu durum ilişkiyi imkansız hale getiriyor.,Cinsel Bozukluklar
İlişki sırasında hissettiğim ağrı yüzünden cinsellikten korkmaya başladım.,Cinsel Bozukluklar
Cinsel ilişki sırasında ağrı ve acı hissediyorum. Bu durum beni ve partnerimi de çok rahatsız ediyor. Cinsellikten zevk alamıyorum ve bu durum ilişkimizi de olumsuz etkiliyor.,Cinsel Bozukluklar
Vajinismus nedeniyle ilişkiye girmekte çok zorlanıyorum.,Cinsel Bozukluklar
